tag	layer	block	head	tile_a_row	tile_a_col	tile_b_row	tile_b_col	target	pe_row	pe_col	bit	cell
38637	3	6	5	20	41	41	44	1	1	7	5	386
38638	3	8	0	17	10	10	40	5	4	1	0	338
38639	3	5	3	21	1	1	40	4	0	0	18	692
38640	3	3	3	0	6	6	12	7	5	1	0	654
38641	3	1	1	5	33	33	26	7	1	3	0	339
38642	3	1	3	14	2	2	26	0	1	5	4	175
38643	3	5	1	11	44	44	20	1	7	0	4	161
38644	3	9	4	0	45	45	22	6	5	4	0	5
38645	3	5	4	17	0	0	37	6	2	2	0	662
38646	3	11	3	10	19	19	41	7	3	0	0	624
38647	3	10	2	22	44	44	30	1	1	3	3	576
38648	3	9	0	20	37	37	15	4	0	2	24	232
38649	3	9	1	19	34	34	26	4	5	4	16	609
38650	3	5	2	19	41	41	0	5	4	5	0	548
38651	3	11	2	17	10	10	15	7	0	1	0	36
38652	3	7	2	24	32	32	36	4	3	2	27	511
38653	3	5	4	16	9	9	10	5	7	6	0	478
38654	3	1	5	18	35	35	2	4	3	1	19	449
38655	3	3	5	18	10	10	39	1	6	3	4	368
38656	3	3	5	16	31	31	14	5	6	2	0	769
38657	3	8	0	22	32	32	41	6	1	4	0	500
38658	3	8	3	11	33	33	29	1	0	5	0	711
38659	3	5	1	14	19	19	6	0	4	7	1	541
38660	3	10	0	23	28	28	5	0	0	3	0	55
38661	3	7	2	7	21	21	8	7	1	7	0	544
38662	3	4	4	12	14	14	17	6	7	3	0	777
38663	3	9	4	1	45	45	2	1	4	5	5	752
38664	3	6	5	17	11	11	4	4	1	7	10	482
38665	3	3	4	0	5	5	36	0	7	2	1	498
38666	3	6	0	21	8	8	34	1	6	6	6	553
38667	3	9	2	16	17	17	34	5	3	1	0	200
38668	3	2	2	6	8	8	1	5	0	7	0	469
38669	3	5	3	9	13	13	32	7	3	2	0	763
38670	3	0	2	8	44	44	18	1	0	2	4	58
38671	3	10	1	18	0	0	2	6	4	5	0	202
38672	3	2	5	14	14	14	0	6	6	2	0	716
38673	3	1	3	21	46	46	10	5	5	1	0	263
38674	3	11	1	2	33	33	41	1	7	0	0	148
38675	3	3	4	2	13	13	41	0	2	3	2	223
38676	3	11	2	18	43	43	45	5	4	5	0	166
38677	3	10	0	4	29	29	41	7	7	6	0	9
38678	3	10	5	14	44	44	18	4	2	0	29	40
38679	3	5	5	15	31	31	14	7	2	3	0	92
38680	3	5	0	5	35	35	37	6	1	6	0	357
38681	3	10	1	8	8	8	4	0	6	2	5	798
38682	3	6	3	14	17	17	38	4	7	4	24	735
38683	3	5	5	10	21	21	23	5	1	4	0	262
38684	3	10	2	4	21	21	32	1	0	5	1	83
38685	3	11	2	11	19	19	16	5	0	4	0	381
38686	3	10	1	6	16	16	21	4	2	0	14	724
38687	3	7	5	4	26	26	10	6	4	0	0	469
38688	3	7	5	19	27	27	40	6	3	3	0	168
38689	3	7	3	1	6	6	35	6	1	1	0	702
38690	3	2	4	19	28	28	12	0	6	6	5	251
38691	3	8	4	11	44	44	35	0	5	7	1	675
38692	3	6	4	14	10	10	16	6	2	3	0	355
38693	3	10	4	3	42	42	6	0	3	4	6	435
38694	3	0	2	14	15	15	32	6	0	1	0	750
38695	3	6	0	15	8	8	44	4	0	1	7	93
38696	3	1	5	11	27	27	15	7	1	0	0	559
38697	3	10	1	11	21	21	44	6	3	1	0	258
38698	3	6	4	0	6	6	31	5	6	4	0	443
38699	3	1	2	2	21	21	6	0	5	2	7	673
38700	3	0	2	3	29	29	12	7	3	1	0	196
38701	3	3	0	16	28	28	0	6	0	6	0	495
38702	3	9	4	7	21	21	22	7	7	1	0	490
38703	3	4	0	14	10	10	27	5	1	6	0	330
38704	3	4	3	18	21	21	16	4	7	2	1	515
38705	3	9	2	19	12	12	9	4	6	1	25	740
38706	3	10	2	17	38	38	12	5	0	1	0	568
38707	3	0	5	3	43	43	10	5	3	6	0	734
38708	3	1	5	12	22	22	30	5	0	5	0	512
38709	3	4	1	5	12	12	31	4	5	4	30	495
38710	3	2	3	17	43	43	7	4	0	7	18	548
38711	3	5	4	12	36	36	39	1	3	7	4	460
38712	3	6	2	19	7	7	43	5	1	4	0	267
38713	3	3	0	11	1	1	11	7	2	4	0	783
38714	3	10	2	8	10	10	16	1	1	5	6	330
38715	3	7	1	9	21	21	34	1	7	2	0	266
38716	3	9	5	3	27	27	37	1	4	2	4	124
38717	3	9	0	16	20	20	18	6	0	6	0	406
38718	3	6	1	15	0	0	45	5	4	0	0	574
38719	3	10	4	6	13	13	3	0	2	7	3	238
38720	3	2	2	16	20	20	35	6	7	0	0	732
38721	3	8	1	12	43	43	10	0	5	7	1	821
38722	3	1	3	11	28	28	14	7	5	3	0	234
38723	3	9	0	19	28	28	24	7	3	6	0	541
38724	3	8	1	8	15	15	46	5	2	3	0	423
38725	3	1	3	18	4	4	21	5	3	0	0	710
38726	3	4	2	6	1	1	23	5	1	5	0	563
38727	3	2	5	18	43	43	19	6	7	5	0	702
38728	3	3	5	21	12	12	34	7	0	2	0	336
38729	3	0	4	22	31	31	40	1	3	6	1	739
38730	3	7	4	12	44	44	9	6	4	7	0	91
38731	3	0	2	2	0	0	32	1	1	6	1	67
38732	3	8	5	6	15	15	11	6	5	7	0	107
38733	3	7	0	11	34	34	38	5	6	5	0	661
38734	3	2	5	13	41	41	45	0	6	6	0	812
38735	3	11	1	6	8	8	43	5	6	6	0	184
38736	3	7	2	18	1	1	4	1	1	2	3	739
38737	3	5	5	18	43	43	42	5	6	7	0	771
38738	3	2	5	10	2	2	34	1	0	4	7	675
38739	3	9	1	21	44	44	1	0	4	0	7	288
38740	3	8	1	16	33	33	17	0	3	5	6	480
38741	3	1	5	4	1	1	43	7	0	1	0	728
38742	3	2	3	15	14	14	17	7	2	2	0	530
38743	3	9	0	18	23	23	43	0	1	5	1	476
38744	3	6	1	9	42	42	37	6	2	0	0	551
38745	3	3	5	13	30	30	26	4	4	1	23	169
38746	3	10	0	7	22	22	33	1	2	0	1	405
38747	3	1	3	22	25	25	6	4	4	7	28	775
38748	3	3	5	24	10	10	42	4	6	6	26	291
38749	3	4	5	14	39	39	42	7	6	5	0	224
38750	3	8	5	7	22	22	17	5	0	1	0	710
38751	3	9	3	4	28	28	22	0	0	3	0	467
38752	3	9	5	11	44	44	21	5	3	6	0	137
38753	3	4	5	5	37	37	7	6	5	7	0	243
38754	3	9	3	20	16	16	15	6	1	2	0	425
38755	3	3	3	7	2	2	7	6	7	0	0	124
38756	3	0	5	19	32	32	34	7	1	7	0	423
38757	3	4	5	12	41	41	36	1	1	0	5	350
38758	3	2	3	12	31	31	10	4	4	2	2	657
38759	3	10	3	20	28	28	18	1	1	7	1	198
38760	3	6	3	14	21	21	19	6	1	4	0	424
38761	3	1	3	8	34	34	14	5	5	0	0	708
38762	3	8	4	0	3	3	23	0	2	1	6	48
38763	3	4	0	5	20	20	15	4	1	0	10	180
38764	3	1	3	1	4	4	36	1	0	2	2	542
38765	3	9	5	19	12	12	0	7	7	2	0	252
38766	3	10	0	7	9	9	12	1	0	2	3	176
38767	3	2	2	17	44	44	10	0	0	0	6	143
38768	3	11	4	4	17	17	30	4	6	0	1	412
38769	3	11	1	8	37	37	32	6	4	7	0	625
38770	3	11	1	0	40	40	37	0	7	6	0	810
38771	3	2	0	8	20	20	43	6	2	6	0	470
38772	3	2	5	17	10	10	39	5	5	3	0	716
38773	3	4	0	15	18	18	14	5	1	2	0	557
38774	3	6	2	8	39	39	34	4	3	2	0	423
38775	3	4	4	10	39	39	7	1	3	2	7	625
38776	3	5	3	1	24	24	20	4	3	4	21	281
38777	3	6	0	3	13	13	14	5	6	2	0	188
38778	3	1	4	7	2	2	43	6	7	3	0	723
38779	3	2	0	20	16	16	19	4	4	5	9	288
38780	3	6	5	4	41	41	22	1	7	3	0	662
38781	3	1	5	14	24	24	7	1	7	6	3	677
38782	3	0	0	21	39	39	18	7	2	2	0	725
38783	3	8	3	5	45	45	29	6	5	1	0	490
38784	3	11	1	23	0	0	31	0	7	3	0	791
38785	3	0	0	21	14	14	11	0	0	3	0	93
38786	3	9	1	3	3	3	3	0	2	1	0	204
38787	3	5	0	17	33	33	32	0	4	1	7	517
38788	3	0	0	18	10	10	23	4	6	2	18	144
38789	3	3	4	19	22	22	23	4	7	0	30	597
38790	3	2	5	2	20	20	19	1	0	5	3	143
38791	3	11	2	22	33	33	30	0	7	5	4	262
38792	3	2	2	19	25	25	11	4	6	6	3	321
38793	3	4	1	15	11	11	16	6	2	0	0	16
38794	3	0	0	3	47	47	14	0	6	0	7	746
38795	3	0	2	0	47	47	29	7	3	0	0	281
38796	3	8	5	3	39	39	22	0	0	5	4	181
38797	3	1	2	6	14	14	31	4	1	1	15	258
38798	3	1	2	5	43	43	40	6	1	4	0	753
38799	3	5	1	7	36	36	36	0	7	1	5	676
38800	3	7	3	10	31	31	35	7	4	1	0	435
38801	3	1	5	4	46	46	11	5	3	6	0	268
38802	3	9	0	7	40	40	42	0	7	3	5	580
38803	3	4	5	7	9	9	23	4	0	5	20	276
38804	3	2	0	24	40	40	15	7	2	7	0	12
38805	3	8	3	24	25	25	8	5	1	0	0	306
38806	3	7	4	15	26	26	40	5	6	2	0	512
38807	3	9	5	9	13	13	12	7	5	2	0	778
38808	3	10	3	17	32	32	19	6	2	5	0	365
38809	3	11	0	23	20	20	1	1	5	3	5	824
38810	3	3	2	6	4	4	12	0	2	1	4	742
38811	3	1	3	16	21	21	30	4	4	3	4	623
38812	3	9	3	5	40	40	8	0	3	1	4	374
38813	3	4	1	14	11	11	41	4	5	6	25	5
38814	3	6	5	3	36	36	46	4	1	1	27	2
38815	3	10	2	17	7	7	31	4	2	5	19	656
38816	3	5	0	17	25	25	41	7	5	5	0	96
38817	3	0	3	1	40	40	1	1	1	5	4	491
38818	3	7	0	2	3	3	29	6	3	7	0	212
38819	3	10	1	24	7	7	37	4	7	1	2	64
38820	3	6	1	6	26	26	27	0	2	7	1	781
38821	3	5	3	11	37	37	45	7	0	6	0	333
38822	3	5	1	20	45	45	36	0	4	2	7	710
38823	3	1	3	10	42	42	38	0	1	5	3	642
38824	3	1	3	21	25	25	17	1	2	3	0	28
38825	3	5	5	7	0	0	19	7	2	0	0	209
38826	3	8	5	10	0	0	24	6	3	1	0	298
38827	3	6	3	18	25	25	44	6	6	4	0	282
38828	3	1	3	2	42	42	7	6	0	6	0	149
38829	3	4	1	20	7	7	34	6	6	0	0	156
38830	3	9	0	0	0	0	13	7	2	1	0	318
38831	3	2	4	4	22	22	19	7	3	1	0	147
38832	3	0	0	3	2	2	37	5	2	4	0	157
38833	3	2	2	22	12	12	0	7	6	7	0	185
38834	3	1	1	22	10	10	7	5	3	2	0	614
38835	3	9	1	23	20	20	19	0	4	3	6	735
38836	3	1	2	16	40	40	26	6	0	3	0	403
38837	3	3	0	13	23	23	43	6	0	0	0	522
38838	3	6	3	21	30	30	41	4	6	1	14	274
38839	3	4	2	5	35	35	14	1	3	0	4	488
38840	3	11	0	2	19	19	31	1	5	1	3	619
38841	3	1	3	11	18	18	18	6	1	1	0	155
38842	3	10	0	16	16	16	20	5	6	2	0	786
38843	3	6	1	4	40	40	47	6	5	1	0	481
38844	3	9	0	15	9	9	25	7	5	5	0	617
38845	3	3	0	0	32	32	42	6	0	3	0	319
38846	3	7	2	13	38	38	13	0	2	0	7	794
38847	3	7	4	20	25	25	4	1	0	1	2	152
38848	3	9	0	12	39	39	22	0	6	2	4	311
38849	3	3	0	4	1	1	11	0	6	5	7	106
38850	3	3	1	4	35	35	22	7	4	0	0	77
38851	3	4	3	6	27	27	19	6	4	2	0	285
38852	3	11	4	5	21	21	47	7	2	7	0	575
38853	3	7	3	18	35	35	18	4	2	2	27	162
38854	3	10	0	11	35	35	19	5	7	2	0	483
38855	3	11	4	13	38	38	43	6	5	0	0	233
38856	3	10	4	1	16	16	14	0	7	4	0	404
38857	3	0	3	7	41	41	23	6	0	0	0	295
38858	3	7	1	1	29	29	15	6	5	1	0	800
38859	3	3	0	18	0	0	12	7	6	3	0	591
38860	3	3	3	2	16	16	24	6	6	6	0	599
38861	3	0	4	2	43	43	36	0	1	0	7	241
38862	3	10	2	20	10	10	33	6	1	4	0	630
38863	3	6	0	15	44	44	17	6	7	1	0	775
38864	3	0	3	23	31	31	18	4	5	6	27	563
38865	3	9	0	0	18	18	31	7	0	1	0	575
38866	3	10	4	22	34	34	36	5	7	1	0	257
38867	3	0	5	19	11	11	7	5	5	4	0	387
38868	3	7	4	18	24	24	16	7	7	3	0	402
38869	3	10	1	19	17	17	5	1	5	2	5	757
38870	3	0	2	8	40	40	40	7	4	5	0	30
38871	3	11	1	9	8	8	18	7	1	6	0	359
38872	3	4	0	3	35	35	37	6	3	6	0	48
38873	3	8	3	4	37	37	5	5	3	3	0	390
38874	3	10	4	5	7	7	1	1	5	4	7	134
38875	3	5	5	18	7	7	23	0	2	1	3	419
38876	3	8	0	22	9	9	45	0	7	2	6	19
38877	3	2	0	15	27	27	8	4	4	4	4	342
38878	3	10	0	12	34	34	8	7	7	2	0	697
38879	3	4	4	19	36	36	40	6	4	0	0	732
38880	3	6	3	16	39	39	36	1	2	3	6	462
38881	3	5	3	8	3	3	41	5	0	0	0	760
38882	3	0	1	5	37	37	45	5	4	3	0	767
38883	3	6	0	11	13	13	7	5	7	7	0	488
38884	3	8	4	19	38	38	26	7	1	5	0	47
38885	3	3	2	18	33	33	24	7	7	7	0	265
38886	3	10	1	3	22	22	27	1	4	4	1	629
38887	3	2	4	1	5	5	35	0	1	4	3	591
38888	3	8	0	8	9	9	28	4	1	5	23	618
38889	3	5	1	14	10	10	22	5	2	7	0	621
38890	3	0	3	4	47	47	40	6	5	0	0	586
38891	3	3	4	12	29	29	32	1	0	6	7	243
38892	3	7	4	24	12	12	8	6	1	7	0	203
38893	3	1	2	10	11	11	47	6	1	3	0	612
38894	3	1	5	24	38	38	32	5	0	0	0	217
38895	3	3	0	18	30	30	1	4	3	4	22	805
38896	3	3	4	24	44	44	4	5	3	2	0	697
38897	3	5	2	23	7	7	23	5	1	1	0	776
38898	3	6	3	17	0	0	35	0	0	1	1	161
38899	3	4	1	16	7	7	30	0	4	0	1	804
38900	3	10	1	2	21	21	18	0	3	5	6	599
38901	3	5	1	1	3	3	2	4	0	6	8	749
38902	3	9	4	15	28	28	35	5	6	3	0	115
38903	3	0	4	14	31	31	11	5	4	2	0	696
38904	3	5	5	9	23	23	30	6	6	6	0	407
38905	3	2	4	22	3	3	25	6	0	4	0	462
38906	3	10	5	19	40	40	35	6	3	0	0	231
38907	3	6	3	10	3	3	13	5	0	0	0	533
38908	3	4	5	10	20	20	13	6	7	1	0	431
38909	3	1	3	16	41	41	31	1	3	6	7	154
38910	3	1	5	7	44	44	3	7	0	4	0	593
38911	3	0	0	14	22	22	6	1	2	0	7	230
38912	3	4	4	0	34	34	24	1	1	1	0	783
38913	3	5	5	10	1	1	29	1	7	7	2	445
38914	3	4	1	2	38	38	34	7	6	1	0	510
38915	3	10	1	6	22	22	22	6	4	3	0	540
38916	3	5	3	4	9	9	0	6	6	2	0	396
38917	3	11	0	5	15	15	5	5	3	5	0	148
38918	3	5	1	9	34	34	46	4	5	6	28	710
38919	3	6	5	20	3	3	34	0	3	5	7	805
38920	3	8	1	4	37	37	40	6	0	5	0	97
38921	3	2	4	7	29	29	11	6	1	2	0	87
38922	3	6	4	12	18	18	7	7	5	0	0	804
38923	3	1	3	13	33	33	4	7	0	2	0	763
38924	3	5	4	2	10	10	6	1	4	7	2	244
38925	3	8	4	16	29	29	32	4	3	6	0	721
38926	3	1	1	4	10	10	2	6	5	7	0	222
38927	3	4	0	15	44	44	11	0	5	7	0	583
38928	3	4	3	19	23	23	7	0	0	5	2	416
38929	3	4	5	3	7	7	43	4	7	6	6	721
38930	3	0	2	9	36	36	12	4	0	1	14	792
38931	3	4	5	24	26	26	6	6	5	7	0	265
38932	3	5	2	22	44	44	10	1	7	2	5	375
38933	3	1	0	0	22	22	9	4	0	7	5	334
38934	3	2	4	9	0	0	36	1	3	4	6	410
38935	3	11	2	5	38	38	10	4	3	5	17	815
38936	3	7	1	11	45	45	37	4	6	3	19	533
38937	3	0	1	23	23	23	42	0	3	0	7	164
38938	3	2	4	19	24	24	29	6	6	6	0	588
38939	3	0	2	16	8	8	20	6	0	6	0	56
38940	3	1	0	18	40	40	14	4	2	3	1	110
38941	3	1	1	21	12	12	47	0	2	6	3	254
38942	3	4	4	19	34	34	26	6	6	6	0	545
38943	3	8	0	12	30	30	17	7	5	3	0	189
38944	3	3	5	5	5	5	0	4	6	0	20	431
38945	3	11	2	18	3	3	15	5	4	4	0	772
38946	3	1	5	19	16	16	8	7	1	0	0	455
38947	3	5	1	0	39	39	40	0	0	3	2	421
38948	3	10	4	24	40	40	21	0	7	1	0	265
38949	3	4	3	0	43	43	17	5	3	2	0	531
38950	3	4	5	9	2	2	19	7	7	0	0	651
38951	3	0	2	15	41	41	20	6	4	1	0	251
38952	3	7	2	3	32	32	45	1	0	0	6	676
38953	3	3	4	21	36	36	6	4	0	0	20	26
38954	3	11	2	22	26	26	30	7	1	7	0	208
38955	3	9	1	21	40	40	2	1	7	5	1	796
38956	3	2	0	6	44	44	44	0	7	0	4	292
38957	3	1	1	18	20	20	4	6	4	1	0	190
38958	3	9	0	19	1	1	7	5	5	3	0	80
38959	3	6	4	1	26	26	1	5	6	7	0	191
38960	3	2	3	10	45	45	39	0	1	7	7	250
38961	3	11	5	5	25	25	41	4	7	1	3	806
38962	3	4	0	11	47	47	32	6	6	6	0	77
38963	3	5	3	16	22	22	8	7	7	6	0	554
38964	3	11	2	14	39	39	0	4	1	1	27	683
38965	3	5	1	23	24	24	5	0	4	0	5	150
38966	3	9	3	24	19	19	27	6	6	7	0	530
38967	3	7	4	13	39	39	0	0	2	1	6	14
38968	3	11	5	8	7	7	31	6	6	4	0	299
38969	3	3	2	18	30	30	13	6	1	0	0	73
38970	3	10	3	3	4	4	22	5	0	1	0	14
38971	3	9	0	21	42	42	32	4	2	4	22	388
38972	3	3	1	0	43	43	39	4	0	1	12	47
38973	3	3	5	4	8	8	36	7	5	4	0	254
38974	3	8	2	11	28	28	14	1	4	7	2	643
38975	3	9	3	14	35	35	8	0	5	7	3	380
38976	3	6	0	2	20	20	18	6	6	6	0	460
38977	3	1	1	22	27	27	17	5	4	3	0	750
38978	3	4	4	23	25	25	35	1	5	4	7	351
38979	3	8	0	3	43	43	31	6	0	5	0	153
38980	3	3	3	13	41	41	30	7	0	6	0	760
38981	3	10	1	1	4	4	38	6	1	0	0	640
38982	3	11	1	5	31	31	15	7	2	5	0	576
38983	3	6	5	7	16	16	7	0	1	0	6	356
38984	3	8	1	2	20	20	6	1	2	2	6	159
38985	3	8	1	19	12	12	21	6	4	6	0	341
38986	3	8	1	4	2	2	19	6	5	2	0	696
38987	3	3	4	14	43	43	4	7	5	1	0	517
38988	3	4	4	12	36	36	2	6	7	1	0	611
38989	3	0	3	19	5	5	29	6	6	6	0	373
38990	3	0	5	8	22	22	33	7	6	1	0	55
38991	3	1	1	0	5	5	26	4	2	0	4	433
38992	3	1	1	6	23	23	25	6	6	4	0	188
38993	3	6	4	21	21	21	35	4	4	2	6	737
38994	3	5	1	5	8	8	38	6	5	4	0	269
38995	3	4	1	7	2	2	40	6	6	7	0	411
38996	3	3	0	6	9	9	6	4	0	4	14	25
38997	3	1	0	17	1	1	20	1	0	2	5	626
38998	3	11	3	1	18	18	23	4	6	1	29	113
38999	3	10	4	7	22	22	20	0	4	6	1	486
39000	3	2	3	4	32	32	30	0	1	2	7	177
39001	3	7	4	9	5	5	34	7	3	3	0	218
39002	3	9	3	1	27	27	22	7	6	1	0	366
39003	3	11	1	10	8	8	8	0	2	7	6	103
39004	3	0	0	21	31	31	42	0	2	0	5	799
39005	3	2	5	23	21	21	4	5	4	3	0	723
39006	3	9	3	22	7	7	36	6	3	5	0	36
39007	3	6	2	11	8	8	20	7	0	6	0	649
39008	3	9	0	10	25	25	13	1	0	5	0	824
39009	3	2	3	18	4	4	31	7	5	0	0	721
39010	3	9	4	7	42	42	10	1	2	2	5	14
39011	3	3	0	11	15	15	25	4	2	3	20	574
39012	3	0	4	8	33	33	16	1	4	1	4	304
39013	3	4	1	8	27	27	10	0	4	5	7	652
39014	3	1	1	18	29	29	28	1	2	1	1	660
39015	3	10	4	16	2	2	41	1	3	0	7	283
39016	3	2	4	6	33	33	41	5	0	3	0	88
39017	3	5	3	21	27	27	7	4	7	3	12	451
39018	3	7	3	12	4	4	29	1	7	6	5	659
39019	3	4	3	23	38	38	15	1	0	5	7	771
39020	3	11	0	24	2	2	1	1	1	2	5	12
39021	3	6	5	23	23	23	42	1	2	5	1	471
39022	3	10	2	24	3	3	9	4	5	2	24	466
39023	3	4	2	8	27	27	43	1	3	2	2	167
39024	3	3	0	17	12	12	10	0	2	7	3	192
39025	3	4	0	4	1	1	19	6	0	0	0	365
39026	3	2	1	6	19	19	17	5	7	2	0	507
39027	3	3	2	4	30	30	17	1	7	7	2	701
39028	3	4	1	0	16	16	45	4	7	6	9	655
39029	3	9	4	17	9	9	43	4	4	4	10	767
39030	3	5	4	15	22	22	24	4	7	6	16	110
39031	3	7	0	7	1	1	32	7	0	6	0	227
39032	3	9	1	10	38	38	7	5	1	2	0	764
39033	3	5	3	8	24	24	18	6	6	5	0	716
39034	3	7	3	13	0	0	42	0	2	4	5	83
39035	3	1	1	7	46	46	37	5	7	3	0	725
39036	3	4	4	16	21	21	38	7	4	1	0	706
39037	3	4	4	9	10	10	20	7	5	3	0	43
39038	3	4	0	11	30	30	17	6	5	7	0	279
39039	3	2	1	19	7	7	42	0	2	5	1	760
39040	3	9	3	17	47	47	42	6	6	1	0	391
39041	3	8	4	22	20	20	0	7	1	4	0	538
39042	3	5	3	14	27	27	36	0	4	0	0	311
39043	3	0	4	23	32	32	27	6	0	2	0	511
39044	3	9	0	23	32	32	10	4	3	4	8	798
39045	3	4	3	15	17	17	28	6	5	2	0	518
39046	3	6	1	2	23	23	4	4	4	3	31	145
39047	3	11	1	18	38	38	46	7	0	4	0	36
39048	3	6	1	3	25	25	18	1	7	5	7	709
39049	3	6	5	23	11	11	32	4	5	5	29	422
39050	3	7	2	0	23	23	42	4	7	5	12	755
39051	3	8	4	19	10	10	43	0	1	4	0	354
39052	3	5	1	8	32	32	26	7	1	3	0	536
39053	3	7	3	1	23	23	12	0	2	0	5	259
39054	3	4	1	4	25	25	9	4	1	1	30	736
39055	3	2	5	7	32	32	39	5	7	4	0	732
39056	3	8	2	22	26	26	46	4	0	7	1	70
39057	3	3	2	7	44	44	8	1	5	0	4	315
39058	3	11	5	22	47	47	23	5	1	0	0	134
39059	3	0	0	1	32	32	2	1	1	0	4	92
39060	3	11	0	4	23	23	32	5	4	6	0	141
39061	3	2	5	20	10	10	2	6	0	1	0	632
39062	3	6	0	17	32	32	21	1	7	2	2	503
39063	3	2	2	1	8	8	24	0	2	7	7	417
39064	3	1	4	0	16	16	11	5	3	0	0	13
39065	3	5	1	1	32	32	17	6	5	4	0	10
39066	3	1	5	23	47	47	23	7	3	4	0	506
39067	3	8	5	12	18	18	19	5	7	2	0	718
39068	3	1	0	24	42	42	37	7	6	1	0	712
39069	3	10	5	21	16	16	24	5	3	2	0	442
39070	3	8	4	7	42	42	47	0	2	7	7	393
39071	3	8	5	17	44	44	18	4	4	5	5	405
39072	3	7	2	13	11	11	14	4	4	4	21	179
39073	3	6	4	9	1	1	17	0	3	3	1	273
39074	3	7	1	5	7	7	45	4	3	0	12	163
39075	3	4	0	14	3	3	21	4	2	7	18	97
39076	3	0	5	24	11	11	14	1	5	2	0	738
39077	3	4	5	23	30	30	0	7	2	6	0	100
39078	3	7	3	21	47	47	24	7	3	4	0	137
39079	3	5	4	17	20	20	9	6	0	3	0	155
39080	3	11	3	0	7	7	47	1	6	5	5	791
39081	3	1	5	18	25	25	40	1	1	7	7	739
39082	3	1	0	17	1	1	10	6	5	3	0	253
39083	3	6	3	1	24	24	45	0	0	2	1	310
39084	3	7	4	18	11	11	39	0	3	4	0	104
39085	3	5	5	0	29	29	42	1	0	2	1	48
39086	3	0	5	18	34	34	37	1	6	0	4	203
39087	3	3	2	16	40	40	39	0	3	4	1	702
39088	3	7	2	20	7	7	30	1	2	3	3	818
39089	3	3	3	2	29	29	27	0	3	1	1	373
39090	3	10	2	18	24	24	38	4	4	1	29	565
39091	3	7	3	1	34	34	21	4	3	4	7	769
39092	3	1	3	22	27	27	23	1	4	0	2	716
39093	3	0	5	6	28	28	36	1	4	5	7	287
39094	3	6	0	3	43	43	39	6	3	7	0	581
39095	3	5	1	24	1	1	16	1	1	7	0	134
39096	3	10	5	15	29	29	11	0	7	7	2	554
39097	3	5	0	24	29	29	9	5	0	3	0	762
39098	3	11	1	5	13	13	18	6	6	6	0	328
39099	3	8	1	7	39	39	31	0	2	3	5	204
39100	3	9	2	0	9	9	21	4	2	2	13	811
39101	3	9	5	18	40	40	6	4	1	0	22	715
39102	3	10	3	2	34	34	21	0	7	2	2	522
39103	3	1	4	3	3	3	35	6	7	0	0	51
39104	3	10	4	1	3	3	33	6	1	1	0	133
39105	3	6	0	1	14	14	1	6	3	3	0	284
39106	3	9	0	18	25	25	10	5	7	2	0	483
39107	3	6	4	19	15	15	18	4	6	0	7	51
39108	3	7	4	5	13	13	36	1	0	4	4	414
39109	3	9	2	0	0	0	36	0	2	3	5	636
39110	3	2	3	22	45	45	10	0	3	0	4	593
39111	3	5	2	24	36	36	33	0	0	1	4	286
39112	3	10	3	7	0	0	6	0	7	0	5	109
39113	3	5	1	4	43	43	3	5	5	3	0	780
39114	3	3	3	21	18	18	10	7	5	3	0	358
39115	3	2	5	11	34	34	38	0	2	6	4	189
39116	3	5	4	9	36	36	17	6	6	1	0	417
39117	3	11	3	10	41	41	21	4	3	3	0	87
39118	3	2	2	13	7	7	30	6	2	6	0	529
39119	3	1	3	2	4	4	1	5	2	3	0	794
39120	3	4	3	24	7	7	7	0	7	5	3	35
39121	3	5	3	2	20	20	3	4	0	1	17	252
39122	3	6	3	21	1	1	28	7	1	2	0	788
39123	3	8	1	8	0	0	9	7	2	4	0	28
39124	3	0	4	1	38	38	17	0	4	2	7	622
39125	3	2	3	22	26	26	25	4	3	3	13	127
39126	3	1	1	6	10	10	26	1	7	4	1	745
39127	3	5	0	22	19	19	45	4	6	2	29	480
39128	3	10	3	4	39	39	25	0	3	4	6	91
39129	3	7	5	14	19	19	16	6	2	0	0	677
39130	3	0	3	18	21	21	45	1	5	7	0	274
39131	3	3	5	20	24	24	34	7	7	1	0	217
39132	3	3	5	24	3	3	31	5	1	7	0	519
39133	3	3	0	3	45	45	29	4	2	1	11	472
39134	3	3	2	4	22	22	26	5	7	5	0	662
39135	3	1	3	3	30	30	18	7	4	7	0	757
39136	3	7	5	12	1	1	6	4	5	4	6	384
39137	3	4	1	14	39	39	7	7	2	3	0	142
39138	3	7	4	22	35	35	3	6	6	2	0	256
39139	3	2	1	21	20	20	17	7	1	3	0	729
39140	3	9	5	17	26	26	31	7	7	3	0	337
39141	3	0	4	18	35	35	37	5	3	4	0	367
39142	3	3	2	17	23	23	32	6	4	3	0	756
39143	3	10	0	16	2	2	38	4	4	5	4	451
39144	3	7	0	14	37	37	44	0	5	4	4	581
39145	3	10	3	23	20	20	23	1	2	3	6	688
39146	3	6	1	0	28	28	35	1	7	4	0	392
39147	3	4	3	16	45	45	36	5	5	2	0	338
39148	3	5	3	15	9	9	34	6	6	5	0	434
39149	3	9	3	9	13	13	32	6	3	0	0	6
39150	3	0	5	0	17	17	26	5	5	2	0	718
39151	3	7	0	13	47	47	8	4	3	0	21	166
39152	3	11	4	0	25	25	45	0	1	1	7	758
